-2.7577e-05,-4.6048e-05,-4.7451e-05,-3.0032e-05,5.1753e-06,5.6045e-05,0.00012018,0.00019526,0.00027927,0.00037046,0.00046742,0.00056903,0.00067443,0.000783,0.00089429,0.001008,0.001124,0.0012423,0.0013627,0.0014856,0.0016109,0.0017389,0.0018697,0.0020035,0.0021407,0.0022814,0.002426,0.0025746,0.0027276,0.0028852,0.0030478,0.0032157,0.0033892,0.0035686,0.0037545,0.003947,0.0041467,0.004354,0.0045694,0.0047934,0.0050265,0.0052693,0.0055225,0.0057868,0.0060629,0.0063517,0.0066541,0.006971,0.0073037,0.0076534,0.0080215,0.0084095,0.0088193,0.0092529,0.0097125,0.010201,0.010721,0.011276,0.011871,0.01251,0.013199,0.013944,0.014752,0.015634,0.0166,0.017663,0.018838,0.020144,0.021602,0.023239,0.025087,0.027186,0.029584,0.032342,0.035537,0.039272,0.04368,0.048942,0.055303,0.063109,0.072836,0.085152,0.10097,0.12148,0.14809,0.18194,0.22206,0.25868,0.24707
-1.8393e-05,-1.5263e-05,1.9355e-05,8.8676e-05,0.00019202,0.00032667,0.000489,0.00067521,0.00088165,0.001105,0.0013426,0.001592,0.0018514,0.0021193,0.0023948,0.0026771,0.0029659,0.0032609,0.0035621,0.0038697,0.004184,0.0045053,0.004834,0.0051706,0.0055158,0.00587,0.0062339,0.0066081,0.0069934,0.0073904,0.0077999,0.0082226,0.0086595,0.0091113,0.009579,0.010064,0.010566,0.011088,0.011629,0.012192,0.012778,0.013388,0.014025,0.014688,0.015381,0.016106,0.016864,0.017659,0.018493,0.019369,0.02029,0.021261,0.022285,0.023368,0.024515,0.025733,0.027028,0.028408,0.029884,0.031466,0.033167,0.035002,0.036987,0.039142,0.041491,0.044061,0.046881,0.049991,0.053431,0.057251,0.061511,0.066278,0.071634,0.077676,0.084521,0.092311,0.10122,0.11146,0.12329,0.13702,0.15303,0.17169,0.1933,0.21781,0.24424,0.2693,0.28428,0.26874,0.18267
-1.2014e-06,3.3508e-05,0.000112,0.00023695,0.00040747,0.00062049,0.00087179,0.0011567,0.0014707,0.0018096,0.0021695,0.0025475,0.0029409,0.0033477,0.0037664,0.0041961,0.004636,0.0050858,0.0055456,0.0060155,0.0064958,0.0069871,0.00749,0.0080051,0.0085334,0.0090757,0.0096328,0.010206,0.010796,0.011403,0.01203,0.012678,0.013346,0.014038,0.014754,0.015495,0.016264,0.017061,0.01789,0.018751,0.019646,0.020579,0.021551,0.022564,0.023622,0.024729,0.025886,0.027098,0.02837,0.029704,0.031108,0.032586,0.034145,0.035792,0.037535,0.039383,0.041347,0.043439,0.045671,0.048061,0.050626,0.053386,0.056365,0.05959,0.063092,0.066908,0.071078,0.07565,0.080675,0.086217,0.092343,0.099132,0.10667,0.11506,0.12442,0.13485,0.14651,0.15954,0.17405,0.19017,0.20789,0.22704,0.24701,0.26638,0.28219,0.28872,0.27555,0.22612,0.12655
1.7714e-05,8.7082e-05,0.00021188,0.00039281,0.00062804,0.00091393,0.0012458,0.0016185,0.002027,0.0024664,0.0029325,0.0034216,0.0039307,0.0044574,0.0049998,0.0055568,0.0061274,0.0067113,0.0073084,0.007919,0.0085433,0.0091822,0.0098363,0.010507,0.011194,0.0119,0.012625,0.01337,0.014138,0.014929,0.015744,0.016586,0.017456,0.018356,0.019286,0.02025,0.02125,0.022286,0.023363,0.024481,0.025644,0.026855,0.028117,0.029432,0.030805,0.032239,0.033739,0.035309,0.036955,0.038683,0.040499,0.042409,0.044422,0.046548,0.048795,0.051175,0.053702,0.056389,0.059253,0.062313,0.06559,0.069109,0.072896,0.076984,0.081407,0.086205,0.091424,0.097114,0.10333,0.11013,0.11759,0.12577,0.13474,0.1446,0.15541,0.16723,0.18012,0.19409,0.20908,0.22493,0.24126,0.25734,0.27186,0.28255,0.28565,0.27523,0.2429,0.18047,0.088967
3.5486e-05,0.00013854,0.00030828,0.00054271,0.00083847,0.0011911,0.0015953,0.0020457,0.0025367,0.0030632,0.0036207,0.0042051,0.0048131,0.0054422,0.0060902,0.0067558,0.0074381,0.0081365,0.008851,0.0095818,0.010329,0.011094,0.011878,0.012681,0.013505,0.01435,0.015219,0.016112,0.017032,0.017979,0.018956,0.019965,0.021006,0.022083,0.023198,0.024351,0.025547,0.026787,0.028075,0.029412,0.030802,0.032249,0.033755,0.035326,0.036964,0.038675,0.040464,0.042335,0.044296,0.046352,0.048511,0.050781,0.053172,0.055693,0.058355,0.061172,0.064158,0.067328,0.070701,0.074297,0.07814,0.082254,0.08667,0.091419,0.096538,0.10207,0.10805,0.11453,0.12156,0.1292,0.13749,0.14649,0.15625,0.16681,0.17818,0.19036,0.2033,0.21686,0.23081,0.24473,0.25793,0.26933,0.27723,0.27909,0.27125,0.24884,0.20647,0.14238,0.063817
5.0957e-05,0.00018455,0.00039551,0.00067893,0.0010296,0.0014421,0.0019104,0.0024286,0.002991,0.0035923,0.0042276,0.0048929,0.0055847,0.0063001,0.0070371,0.0077942,0.0085704,0.0093652,0.010178,0.01101,0.011862,0.012733,0.013626,0.01454,0.015479,0.016442,0.017431,0.018449,0.019497,0.020576,0.021689,0.022837,0.024023,0.025249,0.026517,0.027829,0.029189,0.030599,0.032063,0.033582,0.035162,0.036804,0.038514,0.040296,0.042154,0.044093,0.046119,0.048237,0.050455,0.052779,0.055217,0.057779,0.060473,0.063311,0.066305,0.069468,0.072814,0.076361,0.080128,0.084134,0.088404,0.092962,0.097838,0.10306,0.10867,0.11469,0.12117,0.12815,0.13567,0.14377,0.15247,0.16182,0.17182,0.18247,0.19372,0.20551,0.21766,0.22994,0.24194,0.25308,0.26248,0.26887,0.27046,0.26482,0.24884,0.21902,0.17317,0.11257,0.046654
6.3801e-05,0.0002238,0.00047094,0.00079759,0.0011967,0.0016616,0.0021855,0.0027622,0.0033855,0.0040501,0.004751,0.0054839,0.0062455,0.0070327,0.0078436,0.0086765,0.0095304,0.010405,0.0113,0.012216,0.013153,0.014112,0.015095,0.016102,0.017135,0.018195,0.019285,0.020405,0.021558,0.022746,0.02397,0.025234,0.026538,0.027886,0.02928,0.030723,0.032218,0.033767,0.035374,0.037042,0.038775,0.040577,0.042451,0.044404,0.046438,0.04856,0.050776,0.053091,0.055513,0.058049,0.060707,0.063496,0.066426,0.069509,0.072756,0.07618,0.079798,0.083624,0.087678,0.091979,0.096549,0.10141,0.1066,0.11213,0.11804,0.12435,0.13111,0.13833,0.14606,0.1543,0.16308,0.17239,0.18221,0.19249,0.20315,0.21402,0.22488,0.23537,0.24502,0.25311,0.25868,0.26044,0.25669,0.24534,0.22402,0.19056,0.14479,0.08964,0.034735
7.4083e-05,0.00025604,0.00053381,0.00089737,0.0013379,0.0018475,0.0024187,0.0030447,0.0037192,0.0044364,0.0051915,0.0059802,0.0067989,0.0076447,0.0085157,0.0094101,0.010327,0.011266,0.012227,0.013211,0.014217,0.015248,0.016303,0.017385,0.018495,0.019634,0.020804,0.022007,0.023245,0.02452,0.025835,0.02719,0.02859,0.030036,0.031531,0.033078,0.03468,0.03634,0.038061,0.039847,0.041701,0.043628,0.045632,0.047718,0.04989,0.052155,0.054517,0.056983,0.059561,0.062257,0.065081,0.06804,0.071145,0.074406,0.077836,0.081446,0.085253,0.089271,0.093517,0.098009,0.10277,0.10782,0.11317,0.11887,0.12492,0.13135,0.13819,0.14546,0.15316,0.1613,0.16988,0.17887,0.18821,0.19782,0.20756,0.21722,0.22651,0.23503,0.24222,0.24734,0.24943,0.24727,0.23935,0.22397,0.19943,0.16496,0.12125,0.072037,0.026322
8.2041e-05,0.00028165,0.00058446,0.00097849,0.0014534,0.0020002,0.0026105,0.0032771,0.0039934,0.0047536,0.0055525,0.006386,0.0072504,0.0081431,0.0090618,0.010005,0.010972,0.011962,0.012976,0.014012,0.015074,0.01616,0.017273,0.018413,0.019583,0.020784,0.022017,0.023286,0.02459,0.025934,0.027318,0.028746,0.03022,0.031742,0.033316,0.034943,0.036628,0.038373,0.040181,0.042057,0.044004,0.046026,0.048127,0.050313,0.052588,0.054958,0.057428,0.060005,0.062695,0.065507,0.068447,0.071524,0.074749,0.07813,0.08168,0.085411,0.089335,0.093467,0.097823,0.10242,0.10727,0.1124,0.11782,0.12355,0.12961,0.13602,0.14279,0.14993,0.15743,0.16529,0.17347,0.18194,0.1906,0.19934,0.20798,0.21628,0.22392,0.23046,0.23531,0.23776,0.23688,0.23158,0.2206,0.20265,0.17666,0.14265,0.10192,0.058458,0.020291
8.7977e-05,0.00030127,0.00062382,0.0010421,0.0015446,0.0021212,0.0027629,0.003462,0.0042116,0.0050057,0.0058391,0.0067076,0.0076076,0.0085364,0.0094919,0.010473,0.011478,0.012507,0.01356,0.014638,0.015741,0.01687,0.018026,0.019211,0.020426,0.021674,0.022955,0.024272,0.025627,0.027022,0.02846,0.029941,0.031471,0.03305,0.034681,0.036368,0.038114,0.039921,0.041793,0.043734,0.045748,0.047838,0.050009,0.052266,0.054613,0.057055,0.059599,0.06225,0.065015,0.067901,0.070915,0.074066,0.077362,0.080814,0.08443,0.088222,0.092202,0.096383,0.10078,0.1054,0.11026,0.11538,0.12077,0.12644,0.13241,0.13868,0.14526,0.15215,0.15932,0.16676,0.17442,0.18223,0.19009,0.19786,0.20533,0.21225,0.21827,0.22293,0.22568,0.22583,0.22253,0.21484,0.20174,0.18229,0.15609,0.12346,0.086092,0.047903,0.015896
