1.0658e-17,-5.5832e-09,-4.7914e-08,-1.2812e-07,-2.4012e-07,-3.7612e-07,-5.2851e-07,-6.9052e-07,-8.5637e-07,-1.0213e-06,-1.1812e-06,-1.333e-06,-1.474e-06,-1.6023e-06,-1.7161e-06,-1.8142e-06,-1.8957e-06,-1.9597e-06,-2.0059e-06,-2.0337e-06,-2.0429e-06,-2.0334e-06,-2.005e-06,-1.9576e-06,-1.8914e-06,-1.8062e-06,-1.7022e-06,-1.5795e-06,-1.4381e-06,-1.2783e-06,-1.1002e-06,-9.0418e-07,-6.9046e-07,-4.5944e-07,-2.1161e-07,5.2505e-08,3.3225e-07,6.2686e-07,9.355e-07,1.2572e-06,1.5907e-06,1.935e-06,2.2886e-06,2.65e-06,3.0175e-06,3.3895e-06,3.764e-06,4.139e-06,4.5125e-06,4.8823e-06,5.2461e-06,5.6017e-06,5.9468e-06,6.2791e-06,6.5963e-06,6.8963e-06,7.1769e-06,7.436e-06,7.6719e-06,7.8828e-06,8.0672e-06,8.2238e-06,8.3517e-06,8.4499e-06,8.5181e-06,8.556e-06,8.5639e-06,8.5423e-06,8.4919e-06,8.4139e-06,8.3098e-06,8.1815e-06,8.0312e-06,7.8612e-06,7.6745e-06,7.4741e-06,7.2634e-06,7.046e-06,6.8258e-06,6.607e-06,6.394e-06,6.1914e-06,6.0038e-06,5.8364e-06,5.694e-06,5.5812e-06,5.5021e-06,5.4588e-06,5.4491e-06,5.4619e-06
5.5911e-09,6.8849e-12,-3.9291e-08,-1.1092e-07,-2.0977e-07,-3.2968e-07,-4.6449e-07,-6.0851e-07,-7.5667e-07,-9.0465e-07,-1.0488e-06,-1.1861e-06,-1.314e-06,-1.4305e-06,-1.534e-06,-1.6232e-06,-1.697e-06,-1.7548e-06,-1.7959e-06,-1.8198e-06,-1.8263e-06,-1.8151e-06,-1.7861e-06,-1.7392e-06,-1.6742e-06,-1.5913e-06,-1.4905e-06,-1.3719e-06,-1.2355e-06,-1.0815e-06,-9.1011e-07,-7.2163e-07,-5.1634e-07,-2.9462e-07,-5.6924e-08,1.9621e-07,4.6414e-07,7.4615e-07,1.0414e-06,1.3489e-06,1.6676e-06,1.9964e-06,2.3338e-06,2.6785e-06,3.0289e-06,3.3834e-06,3.74e-06,4.097e-06,4.4524e-06,4.8041e-06,5.15e-06,5.4879e-06,5.8158e-06,6.1315e-06,6.4328e-06,6.7177e-06,6.9841e-06,7.2303e-06,7.4544e-06,7.6549e-06,7.8305e-06,7.9798e-06,8.102e-06,8.1963e-06,8.2625e-06,8.3003e-06,8.3099e-06,8.2919e-06,8.247e-06,8.1764e-06,8.0815e-06,7.9641e-06,7.8263e-06,7.6704e-06,7.4991e-06,7.3153e-06,7.1221e-06,6.9231e-06,6.7218e-06,6.5221e-06,6.328e-06,6.1437e-06,5.9735e-06,5.8216e-06,5.6923e-06,5.5894e-06,5.516e-06,5.4737e-06,5.4619e-06,5.4748e-06
4.806e-08,3.9319e-08,-1.8096e-10,-6.7503e-08,-1.5788e-07,-2.6623e-07,-3.8749e-07,-5.169e-07,-6.5015e-07,-7.8345e-07,-9.1352e-07,-1.0376e-06,-1.1533e-06,-1.2588e-06,-1.3525e-06,-1.4331e-06,-1.4996e-06,-1.5513e-06,-1.5874e-06,-1.6075e-06,-1.6113e-06,-1.5985e-06,-1.5689e-06,-1.5224e-06,-1.4589e-06,-1.3784e-06,-1.2809e-06,-1.1665e-06,-1.0353e-06,-8.8736e-07,-7.2294e-07,-5.4226e-07,-3.4564e-07,-1.3344e-07,9.3914e-08,3.3588e-07,5.9186e-07,8.6115e-07,1.1429e-06,1.4363e-06,1.7402e-06,2.0536e-06,2.3751e-06,2.7034e-06,3.037e-06,3.3743e-06,3.7136e-06,4.0532e-06,4.391e-06,4.7253e-06,5.054e-06,5.3751e-06,5.6865e-06,5.9863e-06,6.2725e-06,6.543e-06,6.7961e-06,7.03e-06,7.243e-06,7.4337e-06,7.6008e-06,7.7432e-06,7.86e-06,7.9506e-06,8.0147e-06,8.0521e-06,8.0632e-06,8.0483e-06,8.0083e-06,7.9443e-06,7.8576e-06,7.75e-06,7.6235e-06,7.4802e-06,7.3227e-06,7.1537e-06,6.9763e-06,6.7936e-06,6.609e-06,6.426e-06,6.2484e-06,6.0798e-06,5.9241e-06,5.785e-06,5.6662e-06,5.571e-06,5.502e-06,5.4614e-06,5.4498e-06,5.4654e-06
1.289e-07,1.1127e-07,6.6756e-08,-1.0806e-09,-8.7997e-08,-1.8973e-07,-3.021e-07,-4.2114e-07,-5.4322e-07,-6.6506e-07,-7.838e-07,-8.9697e-07,-1.0025e-06,-1.0985e-06,-1.1836e-06,-1.2567e-06,-1.3167e-06,-1.3628e-06,-1.3945e-06,-1.4112e-06,-1.4126e-06,-1.3984e-06,-1.3683e-06,-1.3224e-06,-1.2604e-06,-1.1823e-06,-1.0881e-06,-9.7784e-07,-8.5165e-07,-7.0963e-07,-5.5194e-07,-3.7881e-07,-1.9052e-07,1.2567e-08,2.3005e-07,4.6141e-07,7.0609e-07,9.634e-07,1.2326e-06,1.5128e-06,1.8029e-06,2.1021e-06,2.4089e-06,2.7222e-06,3.0405e-06,3.3622e-06,3.6859e-06,4.0097e-06,4.3319e-06,4.6506e-06,4.964e-06,5.2701e-06,5.567e-06,5.8528e-06,6.1256e-06,6.3836e-06,6.625e-06,6.848e-06,7.0513e-06,7.2334e-06,7.3931e-06,7.5294e-06,7.6414e-06,7.7287e-06,7.7908e-06,7.8278e-06,7.8398e-06,7.8274e-06,7.7913e-06,7.7326e-06,7.6526e-06,7.553e-06,7.4356e-06,7.3027e-06,7.1564e-06,6.9996e-06,6.8348e-06,6.6652e-06,6.4939e-06,6.3242e-06,6.1593e-06,6.0027e-06,5.8579e-06,5.7281e-06,5.6167e-06,5.5264e-06,5.4601e-06,5.4198e-06,5.4076e-06,5.4229e-06
2.4258e-07,2.1112e-07,1.5708e-07,8.4427e-08,-3.3028e-09,-1.0262e-07,-2.1009e-07,-3.2247e-07,-4.3672e-07,-5.5006e-07,-6.6004e-07,-7.6451e-07,-8.6162e-07,-9.498e-07,-1.0277e-06,-1.0943e-06,-1.1486e-06,-1.1899e-06,-1.2177e-06,-1.2315e-06,-1.2308e-06,-1.2154e-06,-1.1852e-06,-1.1399e-06,-1.0794e-06,-1.0038e-06,-9.1287e-07,-8.0675e-07,-6.8549e-07,-5.4919e-07,-3.98e-07,-2.3213e-07,-5.1827e-08,1.4257e-07,3.5069e-07,5.7205e-07,8.061e-07,1.0522e-06,1.3097e-06,1.5776e-06,1.8551e-06,2.1412e-06,2.4347e-06,2.7343e-06,3.0387e-06,3.3466e-06,3.6562e-06,3.966e-06,4.2742e-06,4.5792e-06,4.8791e-06,5.1721e-06,5.4564e-06,5.73e-06,5.9913e-06,6.2384e-06,6.4696e-06,6.6834e-06,6.8784e-06,7.0531e-06,7.2064e-06,7.3374e-06,7.4453e-06,7.5295e-06,7.5899e-06,7.6262e-06,7.6389e-06,7.6282e-06,7.5951e-06,7.5405e-06,7.4658e-06,7.3725e-06,7.2623e-06,7.1374e-06,7e-06,6.8525e-06,6.6977e-06,6.5382e-06,6.3771e-06,6.2172e-06,6.0618e-06,5.9139e-06,5.7767e-06,5.653e-06,5.5459e-06,5.4581e-06,5.392e-06,5.35e-06,5.3345e-06,5.3453e-06
3.8181e-07,3.3311e-07,2.66e-07,1.85e-07,9.2944e-08,-7.4126e-09,-1.1334e-07,-2.2219e-07,-3.3148e-07,-4.3893e-07,-5.4247e-07,-6.4027e-07,-7.3075e-07,-8.1256e-07,-8.8452e-07,-9.4568e-07,-9.9524e-07,-1.0325e-06,-1.057e-06,-1.0683e-06,-1.0659e-06,-1.0498e-06,-1.0195e-06,-9.7507e-07,-9.1628e-07,-8.4309e-07,-7.5548e-07,-6.5343e-07,-5.37e-07,-4.0627e-07,-2.6137e-07,-1.0248e-07,7.0179e-08,2.563e-07,4.5554e-07,6.6745e-07,8.9154e-07,1.1272e-06,1.3737e-06,1.6304e-06,1.8963e-06,2.1704e-06,2.4518e-06,2.7391e-06,3.0311e-06,3.3264e-06,3.6236e-06,3.921e-06,4.217e-06,4.51e-06,4.7982e-06,5.0798e-06,5.3531e-06,5.6163e-06,5.8677e-06,6.1055e-06,6.3282e-06,6.5341e-06,6.722e-06,6.8904e-06,7.0384e-06,7.1648e-06,7.2692e-06,7.3508e-06,7.4095e-06,7.4452e-06,7.4581e-06,7.4487e-06,7.4177e-06,7.3662e-06,7.2954e-06,7.2068e-06,7.1021e-06,6.9832e-06,6.8525e-06,6.712e-06,6.5645e-06,6.4124e-06,6.2585e-06,6.1057e-06,5.9567e-06,5.8145e-06,5.6818e-06,5.5614e-06,5.456e-06,5.368e-06,5.2997e-06,5.2536e-06,5.2318e-06,5.2347e-06
5.3944e-07,4.7137e-07,3.8864e-07,2.9659e-07,1.9741e-07,9.3207e-08,-1.3913e-08,-1.2187e-07,-2.2868e-07,-3.3249e-07,-4.3162e-07,-5.2458e-07,-6.1005e-07,-6.8688e-07,-7.5411e-07,-8.109e-07,-8.5657e-07,-8.9056e-07,-9.1238e-07,-9.2167e-07,-9.181e-07,-9.0143e-07,-8.7147e-07,-8.2806e-07,-7.7109e-07,-7.0047e-07,-6.1617e-07,-5.1817e-07,-4.065e-07,-2.8121e-07,-1.4241e-07,9.7482e-09,1.7507e-07,3.5331e-07,5.4412e-07,7.4713e-07,9.6187e-07,1.1878e-06,1.4242e-06,1.6705e-06,1.9257e-06,2.189e-06,2.4593e-06,2.7356e-06,3.0165e-06,3.3007e-06,3.5869e-06,3.8734e-06,4.1588e-06,4.4414e-06,4.7195e-06,4.9915e-06,5.2555e-06,5.5099e-06,5.7529e-06,5.983e-06,6.1985e-06,6.398e-06,6.5799e-06,6.7432e-06,6.8867e-06,7.0095e-06,7.1109e-06,7.1903e-06,7.2475e-06,7.2825e-06,7.2954e-06,7.2868e-06,7.2573e-06,7.2079e-06,7.1399e-06,7.0546e-06,6.9537e-06,6.8391e-06,6.7129e-06,6.5774e-06,6.4347e-06,6.2876e-06,6.1384e-06,5.9899e-06,5.8447e-06,5.7054e-06,5.5747e-06,5.4549e-06,5.3486e-06,5.2581e-06,5.1854e-06,5.1328e-06,5.1021e-06,5.0943e-06
7.0896e-07,6.2033e-07,5.2028e-07,4.1519e-07,3.0675e-07,1.9647e-07,8.5931e-08,-2.3302e-08,-1.297e-07,-2.3182e-07,-3.2834e-07,-4.1808e-07,-4.9999e-07,-5.7314e-07,-6.3677e-07,-6.9018e-07,-7.3284e-07,-7.6426e-07,-7.8405e-07,-7.919e-07,-7.8754e-07,-7.7076e-07,-7.4137e-07,-6.9924e-07,-6.4426e-07,-5.7633e-07,-4.9541e-07,-4.0146e-07,-2.945e-07,-1.7455e-07,-4.1688e-08,1.0397e-07,2.6226e-07,4.3295e-07,6.1578e-07,8.1039e-07,1.0164e-06,1.2332e-06,1.4603e-06,1.697e-06,1.9425e-06,2.1959e-06,2.4563e-06,2.7227e-06,2.9937e-06,3.2682e-06,3.5448e-06,3.8219e-06,4.0982e-06,4.3719e-06,4.6415e-06,4.9053e-06,5.1616e-06,5.4087e-06,5.645e-06,5.8688e-06,6.0785e-06,6.2727e-06,6.45e-06,6.6092e-06,6.7492e-06,6.8691e-06,6.9681e-06,7.0457e-06,7.1017e-06,7.136e-06,7.1489e-06,7.1406e-06,7.112e-06,7.0639e-06,6.9976e-06,6.9144e-06,6.816e-06,6.7041e-06,6.5807e-06,6.448e-06,6.3082e-06,6.1637e-06,6.017e-06,5.8704e-06,5.7265e-06,5.5877e-06,5.4564e-06,5.335e-06,5.2256e-06,5.1303e-06,5.0511e-06,4.9899e-06,4.9483e-06,4.9278e-06
8.8466e-07,7.749e-07,6.5648e-07,5.3696e-07,4.1766e-07,2.9958e-07,1.8384e-07,7.1556e-08,-3.6156e-08,-1.3823e-07,-2.3369e-07,-3.2164e-07,-4.0129e-07,-4.7195e-07,-5.3303e-07,-5.8401e-07,-6.2447e-07,-6.5405e-07,-6.7244e-07,-6.794e-07,-6.7472e-07,-6.582e-07,-6.2972e-07,-5.8913e-07,-5.3633e-07,-4.7124e-07,-3.9378e-07,-3.0393e-07,-2.0165e-07,-8.6965e-08,4.0094e-08,1.7944e-07,3.3095e-07,4.9444e-07,6.6968e-07,8.5636e-07,1.0541e-06,1.2625e-06,1.4809e-06,1.7088e-06,1.9455e-06,2.19e-06,2.4416e-06,2.6991e-06,2.9615e-06,3.2275e-06,3.4958e-06,3.7649e-06,4.0334e-06,4.2997e-06,4.5623e-06,4.8194e-06,5.0695e-06,5.3108e-06,5.5417e-06,5.7606e-06,5.9659e-06,6.1562e-06,6.33e-06,6.4862e-06,6.6236e-06,6.7413e-06,6.8386e-06,6.915e-06,6.9701e-06,7.0039e-06,7.0165e-06,7.0084e-06,6.9802e-06,6.9328e-06,6.8673e-06,6.7851e-06,6.6879e-06,6.5772e-06,6.455e-06,6.3234e-06,6.1846e-06,6.0408e-06,5.8943e-06,5.7475e-06,5.6027e-06,5.4622e-06,5.3282e-06,5.2029e-06,5.0884e-06,4.9864e-06,4.8989e-06,4.8273e-06,4.7732e-06,4.7388e-06
1.0615e-06,9.3048e-07,7.9309e-07,6.5823e-07,5.2691e-07,3.9974e-07,2.774e-07,1.6064e-07,5.0193e-08,-5.3225e-08,-1.4894e-07,-2.3635e-07,-3.149e-07,-3.8413e-07,-4.4363e-07,-4.9305e-07,-5.321e-07,-5.6054e-07,-5.7816e-07,-5.8477e-07,-5.8023e-07,-5.6439e-07,-5.3715e-07,-4.9838e-07,-4.48e-07,-3.8592e-07,-3.1205e-07,-2.2635e-07,-1.2877e-07,-1.93e-08,1.0206e-07,2.3526e-07,3.8022e-07,5.368e-07,7.048e-07,8.8399e-07,1.074e-06,1.2745e-06,1.485e-06,1.7049e-06,1.9334e-06,2.17e-06,2.4137e-06,2.6634e-06,2.9182e-06,3.1769e-06,3.4382e-06,3.7006e-06,3.9627e-06,4.223e-06,4.4799e-06,4.7319e-06,4.9771e-06,5.2141e-06,5.441e-06,5.6564e-06,5.8586e-06,6.0462e-06,6.2177e-06,6.3719e-06,6.5077e-06,6.6241e-06,6.7204e-06,6.796e-06,6.8506e-06,6.884e-06,6.8965e-06,6.8883e-06,6.8602e-06,6.8129e-06,6.7476e-06,6.6656e-06,6.5684e-06,6.4577e-06,6.3353e-06,6.2033e-06,6.0637e-06,5.9188e-06,5.7707e-06,5.6217e-06,5.474e-06,5.3297e-06,5.1911e-06,5.0601e-06,4.9385e-06,4.8282e-06,4.7307e-06,4.6473e-06,4.5796e-06,4.5304e-06
